Date,Description,Deposits,Withdrawls,Balance,Category
26-Sep-21,Cash,03.60,00.00,"34,43,060.23",
26-Sep-21,RTGS,00.00,"4,30,382.53","30,12,677.70",
26-Sep-21,Cheque,00.00,"3,76,584.71","26,36,092.99",
26-Sep-21,Interest,00.00,"8,78,697.66","17,57,395.33",
26-Sep-21,Transportellaneous,02.00,00.00,"17,57,397.33",
26-Sep-21,Transportellaneous,02.00,00.00,"17,57,399.33",
26-Sep-21,Reversal,00.00,"3,51,479.87","14,05,919.46",
26-Sep-21,Debit Card,"3,350.00",00.00,"14,09,269.46",
26-Sep-21,Tax,"11,52,849.00",00.00,"25,62,118.46",
26-Sep-21,Commission,03.00,00.00,"25,62,121.46",
26-Sep-21,Bill,00.00,"3,20,265.18","22,41,856.28",
26-Sep-21,Bill,"4,62,200.00",00.00,"27,04,056.28",
26-Sep-21,Cheque,"39,084.50",00.00,"27,43,140.78",
26-Sep-21,Transportellaneous,00.00,"5,48,628.16","21,94,512.62",
26-Sep-21,RTGS,29,00.00,"21,94,541.62",
26-Sep-21,Cash,16.84,00.00,"21,94,558.46",
26-Sep-21,IMPS,00.00,"2,19,455.85","19,75,102.61",
26-Sep-21,Tax,00.00,"3,29,183.77","16,45,918.84",
26-Sep-21,Reversal,"24,045.69",00.00,"16,69,964.53",
26-Sep-21,IMPS,00.00,"1,66,996.45","15,02,968.08",
26-Sep-21,Purchase,477.7,00.00,"15,03,445.78",
26-Sep-21,NEFT,"8,33,743.50",00.00,"23,37,189.28",
26-Sep-21,Cheque,00.00,"2,33,718.93","21,03,470.35",
26-Sep-21,Purchase,07.88,00.00,"21,03,478.23",
26-Sep-21,Cash,00.00,"5,25,869.56","15,77,608.67",
26-Sep-21,Purchase,79,00.00,"15,77,687.67",
26-Sep-21,Purchase,85,00.00,"15,77,772.67",
27-Sep-21,Bill,00.00,"2,25,396.10","13,52,376.57",
27-Sep-21,Interest,00.00,"3,38,094.14","10,14,282.43",
27-Sep-21,Cheque,00.00,"2,53,570.61","7,60,711.82",
27-Sep-21,Commission,"6,25,077.20",00.00,"13,85,789.02",
27-Sep-21,Commission,00.00,"1,38,578.90","12,47,210.12",
27-Sep-21,Transportellaneous,00.00,"12,47,210.12",00.00,
27-Sep-21,Cheque,96.79,00.00,96.79,
28-Sep-21,Purchase,00.00,09.68,87.11,
28-Sep-21,Purchase,"1,75,371.00",00.00,"1,75,458.11",
28-Sep-21,RTGS,"18,35,765.80",00.00,"20,11,223.91",
28-Sep-21,Bill,"1,769.93",00.00,"20,12,993.84",
28-Sep-21,Cash,00.00,"2,01,299.38","18,11,694.46",
28-Sep-21,Reversal,00.00,"6,03,898.15","12,07,796.31",
28-Sep-21,Cash,85.6,00.00,"12,07,881.91",
28-Sep-21,Debit Card,00.00,"12,07,881.91",00.00,
28-Sep-21,Debit Card,"1,317.80",00.00,"1,317.80",
28-Sep-21,ATM,"3,167.20",00.00,"4,485.00",
28-Sep-21,Commission,00.00,747.5,"3,737.50",
28-Sep-21,IMPS,"1,949.00",00.00,"5,686.50",
29-Sep-21,Bill,00.00,947.75,"4,738.75",
29-Sep-21,Bill,81.61,00.00,"4,820.36",
29-Sep-21,Cash,"1,516.09",00.00,"6,336.45",
29-Sep-21,Transfer,00.00,"1,584.11","4,752.34",
29-Sep-21,Interest,290.4,00.00,"5,042.74",
29-Sep-21,ATM,54,00.00,"5,096.74",
29-Sep-21,Transportellaneous,31,00.00,"5,127.74",
29-Sep-21,Debit Card,00.00,569.75,"4,557.99",
29-Sep-21,RTGS,00.00,"1,139.50","3,418.49",
29-Sep-21,Cheque,00.00,"1,709.25","1,709.24",
29-Sep-21,Commission,"1,22,158.59",00.00,"1,23,867.83",
29-Sep-21,Transfer,"2,40,708.30",00.00,"3,64,576.13",
29-Sep-21,Transfer,"93,533.28",00.00,"4,58,109.41",
29-Sep-21,NEFT,00.00,"4,58,109.41",00.00,
29-Sep-21,Cash,"60,128.97",00.00,"60,128.97",
29-Sep-21,Transfer,00.00,"8,589.85","51,539.12",
29-Sep-21,Cash,00.00,"12,884.78","38,654.34",
29-Sep-21,Tax,699.83,00.00,"39,354.17",
29-Sep-21,Interest,"2,167.00",00.00,"41,521.17",
29-Sep-21,Commission,00.00,"4,613.46","36,907.71",
29-Sep-21,Transfer,00.00,"6,151.29","30,756.42",
29-Sep-21,NEFT,00.00,"3,417.38","27,339.04",
30-Sep-21,Transportellaneous,00.00,"5,467.81","21,871.23",
30-Sep-21,NEFT,00.00,"3,124.46","18,746.77",
30-Sep-21,Transportellaneous,00.00,"6,248.92","12,497.85",
30-Sep-21,Transportellaneous,00.00,"6,248.93","6,248.92",
30-Sep-21,Bill,00.00,694.32,"5,554.60",
30-Sep-21,Cash,00.00,793.51,"4,761.09",
01-Oct-21,Commission,00.00,"1,190.27","3,570.82",
01-Oct-21,Purchase,"3,179.58",00.00,"6,750.40",
01-Oct-21,Bill,334,00.00,"7,084.40",
01-Oct-21,RTGS,"24,465.60",00.00,"31,550.00",
01-Oct-21,Reversal,"26,044.00",00.00,"57,594.00",
01-Oct-21,Commission,"11,454.30",00.00,"69,048.30",
01-Oct-21,Cheque,00.00,"34,524.15","34,524.15",
01-Oct-21,Transportellaneous,"1,77,989.00",00.00,"2,12,513.15",
01-Oct-21,Reversal,"3,554.00",00.00,"2,16,067.15",
01-Oct-21,Purchase,00.00,"24,007.46","1,92,059.69",
01-Oct-21,Bill,174,00.00,"1,92,233.69",
01-Oct-21,IMPS,00.00,"64,077.90","1,28,155.79",
01-Oct-21,IMPS,00.00,"12,815.58","1,15,340.21",
01-Oct-21,IMPS,00.00,"28,835.05","86,505.16",
02-Oct-21,Transfer,00.00,"86,505.16",00.00,
02-Oct-21,Interest,61.4,00.00,61.4,
02-Oct-21,Transfer,00.00,12.28,49.12,
02-Oct-21,Transportellaneous,"10,026.31",00.00,"10,075.43",
02-Oct-21,RTGS,05.00,00.00,"10,080.43",
02-Oct-21,Transfer,00.00,"1,680.07","8,400.36",
02-Oct-21,Bill,59.8,00.00,"8,460.16",
02-Oct-21,Reversal,00.00,"8,460.16",00.00,
02-Oct-21,Purchase,05.50,00.00,05.50,
02-Oct-21,Purchase,"2,270.66",00.00,"2,276.16",
02-Oct-21,Cheque,02.00,00.00,"2,278.16",
02-Oct-21,Commission,03.60,00.00,"2,281.76",
02-Oct-21,Transfer,06.00,00.00,"2,287.76",
02-Oct-21,Interest,"1,35,333.00",00.00,"1,37,620.76",
02-Oct-21,NEFT,00.00,"34,405.19","1,03,215.57",
02-Oct-21,Cheque,00.00,"25,803.89","77,411.68",
02-Oct-21,Cheque,00.00,"15,482.34","61,929.34",
03-Oct-21,NEFT,"17,17,414.50",00.00,"17,79,343.84",
03-Oct-21,IMPS,"14,26,638.00",00.00,"32,05,981.84",
03-Oct-21,IMPS,"2,56,768.00",00.00,"34,62,749.84",
03-Oct-21,Debit Card,00.00,"5,77,124.97","28,85,624.87",
03-Oct-21,Transfer,00.00,"28,85,624.87",00.00,
03-Oct-21,Debit Card,"18,52,593.20",00.00,"18,52,593.20",
03-Oct-21,Commission,04.67,00.00,"18,52,597.87",
03-Oct-21,ATM,00.00,"2,05,844.21","16,46,753.66",
03-Oct-21,Debit Card,00.00,"4,11,688.42","12,35,065.24",
03-Oct-21,Debit Card,00.00,"6,17,532.62","6,17,532.62",
03-Oct-21,Transportellaneous,00.00,"68,614.74","5,48,917.88",
03-Oct-21,ATM,00.00,"1,37,229.47","4,11,688.41",
03-Oct-21,Interest,19.8,00.00,"4,11,708.21",
03-Oct-21,IMPS,00.00,"68,618.04","3,43,090.18",
03-Oct-21,Cheque,00.00,"85,772.55","2,57,317.64",
03-Oct-21,Commission,00.00,"32,164.71","2,25,152.94",
04-Oct-21,RTGS,02.00,00.00,"2,25,154.94",
04-Oct-21,NEFT,00.00,"1,12,577.47","1,12,577.47",
04-Oct-21,RTGS,09.00,00.00,"1,12,586.47",
05-Oct-21,Interest,00.00,"22,517.29","90,069.18",
05-Oct-21,Reversal,00.00,"10,007.69","80,061.49",
05-Oct-21,Debit Card,00.00,"10,007.69","70,053.80",
05-Oct-21,NEFT,00.00,"17,513.45","52,540.35",
05-Oct-21,Debit Card,"66,733.30",00.00,"1,19,273.65",
05-Oct-21,Transfer,"2,45,301.00",00.00,"3,64,574.65",
05-Oct-21,Tax,"3,127.80",00.00,"3,67,702.45",
05-Oct-21,Commission,"93,084.20",00.00,"4,60,786.65",
05-Oct-21,Cash,00.00,"76,797.78","3,83,988.88",
05-Oct-21,Interest,04.00,00.00,"3,83,992.88",
05-Oct-21,Debit Card,00.00,"42,665.88","3,41,327.00",
05-Oct-21,Cheque,"13,86,509.00",00.00,"17,27,836.00",
05-Oct-21,RTGS,00.00,"2,46,833.71","14,81,002.29",
05-Oct-21,Bill,"1,13,760.00",00.00,"15,94,762.29",
06-Oct-21,RTGS,00.00,"15,94,762.29",00.00,
06-Oct-21,NEFT,08.51,00.00,08.51,
06-Oct-21,NEFT,"25,671.06",00.00,"25,679.57",
06-Oct-21,Reversal,00.00,"25,679.57",00.00,
06-Oct-21,Debit Card,"1,53,673.20",00.00,"1,53,673.20",
07-Oct-21,NEFT,04.89,00.00,"1,53,678.09",
07-Oct-21,Cash,00.00,"30,735.62","1,22,942.47",
07-Oct-21,Cash,00.00,"61,471.24","61,471.24",
07-Oct-21,ATM,00.00,"15,367.81","46,103.43",
08-Oct-21,NEFT,200.7,00.00,"46,304.13",
08-Oct-21,Bill,00.00,"23,152.07","23,152.06",
08-Oct-21,Cheque,00.00,"2,572.45","20,579.61",
08-Oct-21,NEFT,00.00,"20,579.61",00.00,
08-Oct-21,Transfer,46.2,00.00,46.2,
08-Oct-21,Transfer,34,00.00,80.2,
08-Oct-21,Transportellaneous,"28,741.00",00.00,"28,821.20",
08-Oct-21,Purchase,19.19,00.00,"28,840.39",
08-Oct-21,Purchase,00.00,"7,210.10","21,630.29",
08-Oct-21,Reversal,00.00,"7,210.10","14,420.19",
08-Oct-21,IMPS,"6,32,774.00",00.00,"6,47,194.19",
08-Oct-21,Commission,"1,38,242.66",00.00,"7,85,436.85",
08-Oct-21,Bill,"2,05,222.00",00.00,"9,90,658.85",
08-Oct-21,ATM,00.00,"99,065.89","8,91,592.96",
08-Oct-21,Reversal,"16,41,984.50",00.00,"25,33,577.46",
08-Oct-21,Cash,00.00,"2,81,508.61","22,52,068.85",
08-Oct-21,Cheque,"72,311.20",00.00,"23,24,380.05",
08-Oct-21,Transportellaneous,00.00,"3,32,054.29","19,92,325.76",
08-Oct-21,Cheque,00.00,"6,64,108.59","13,28,217.17",
08-Oct-21,IMPS,00.00,"2,65,643.43","10,62,573.74",
08-Oct-21,Tax,53.7,00.00,"10,62,627.44",
08-Oct-21,Purchase,00.00,"5,31,313.72","5,31,313.72",
08-Oct-21,Transfer,00.00,"1,77,104.57","3,54,209.15",
08-Oct-21,Transfer,495,00.00,"3,54,704.15",
08-Oct-21,Debit Card,63,00.00,"3,54,767.15",
08-Oct-21,Tax,00.00,"70,953.43","2,83,813.72",
08-Oct-21,Tax,00.00,"47,302.29","2,36,511.43",
08-Oct-21,Tax,"1,71,260.20",00.00,"4,07,771.63",
08-Oct-21,Cheque,00.00,"2,03,885.82","2,03,885.82",
08-Oct-21,Bill,00.00,"33,980.97","1,69,904.85",
08-Oct-21,Purchase,"24,268.70",00.00,"1,94,173.55",
08-Oct-21,Commission,"1,968.20",00.00,"1,96,141.75",
08-Oct-21,ATM,00.00,"49,035.44","1,47,106.31",
08-Oct-21,RTGS,"22,195.53",00.00,"1,69,301.84",
08-Oct-21,Cheque,00.00,"28,216.97","1,41,084.87",
08-Oct-21,Reversal,"2,01,607.00",00.00,"3,42,691.87",
08-Oct-21,Transportellaneous,00.00,"85,672.97","2,57,018.90",
08-Oct-21,ATM,"4,072.90",00.00,"2,61,091.80",
08-Oct-21,Transfer,16.2,00.00,"2,61,108.00",
08-Oct-21,Purchase,"18,741.20",00.00,"2,79,849.20",
08-Oct-21,Transportellaneous,"11,22,588.00",00.00,"14,02,437.20",
08-Oct-21,Interest,"29,261.62",00.00,"14,31,698.82",
08-Oct-21,ATM,00.00,"2,38,616.47","11,93,082.35",
08-Oct-21,NEFT,00.00,"11,93,082.35",00.00,
08-Oct-21,Purchase,10.1,00.00,10.1,
08-Oct-21,Bill,00.00,01.44,08.66,
08-Oct-21,Transportellaneous,00.00,00.96,07.70,
08-Oct-21,Cheque,00.00,02.57,05.13,
08-Oct-21,IMPS,"2,51,474.25",00.00,"2,51,479.38",
08-Oct-21,IMPS,"25,201.71",00.00,"2,76,681.09",
08-Oct-21,Cash,00.00,"46,113.52","2,30,567.58",
08-Oct-21,Purchase,00.00,"2,30,567.58",00.00,
08-Oct-21,Bill,319.48,00.00,319.48,
08-Oct-21,Cheque,05.87,00.00,325.35,
08-Oct-21,NEFT,00.00,36.15,289.2,
08-Oct-21,Tax,"24,474.35",00.00,"24,763.55",
08-Oct-21,Interest,"6,08,904.00",00.00,"6,33,667.55",
08-Oct-21,Debit Card,16,00.00,"6,33,683.55",
08-Oct-21,ATM,00.00,"1,58,420.89","4,75,262.66",
08-Oct-21,IMPS,00.00,"52,806.96","4,22,455.70",
08-Oct-21,Reversal,203.5,00.00,"4,22,659.20",
08-Oct-21,IMPS,00.00,"46,962.13","3,75,697.07",
08-Oct-21,NEFT,"2,47,152.60",00.00,"6,22,849.67",
09-Oct-21,Interest,00.00,"1,55,712.42","4,67,137.25",
09-Oct-21,RTGS,"9,36,190.00",00.00,"14,03,327.25",
09-Oct-21,Purchase,281.37,00.00,"14,03,608.62",
09-Oct-21,RTGS,68.05,00.00,"14,03,676.67",
09-Oct-21,Reversal,"13,868.50",00.00,"14,17,545.17",
09-Oct-21,Purchase,"20,51,241.00",00.00,"34,68,786.17",
09-Oct-21,NEFT,00.00,"3,46,878.62","31,21,907.55",
09-Oct-21,NEFT,00.00,"3,12,190.76","28,09,716.80",
10-Oct-21,Transfer,378.62,00.00,"28,10,095.42",
10-Oct-21,IMPS,304.87,00.00,"28,10,400.29",
10-Oct-21,Transfer,00.00,"14,05,200.15","14,05,200.14",
10-Oct-21,Debit Card,00.00,"2,34,200.02","11,71,000.12",
10-Oct-21,Cash,00.00,"11,71,000.12",00.00,
11-Oct-21,Transportellaneous,"53,020.00",00.00,"53,020.00",
11-Oct-21,Transfer,00.00,"5,302.00","47,718.00",
11-Oct-21,Transportellaneous,"2,29,334.00",00.00,"2,77,052.00",
11-Oct-21,RTGS,"25,901.13",00.00,"3,02,953.13",
11-Oct-21,IMPS,"40,749.25",00.00,"3,43,702.38",
11-Oct-21,IMPS,00.00,"49,100.34","2,94,602.04",
11-Oct-21,Purchase,"3,26,283.50",00.00,"6,20,885.54",
11-Oct-21,RTGS,158,00.00,"6,21,043.54",
11-Oct-21,Bill,"16,04,501.00",00.00,"22,25,544.54",
11-Oct-21,Reversal,"6,328.00",00.00,"22,31,872.54",
11-Oct-21,ATM,815.01,00.00,"22,32,687.55",
11-Oct-21,ATM,00.00,"3,18,955.36","19,13,732.19",
11-Oct-21,Interest,00.00,"2,39,216.52","16,74,515.67",
11-Oct-21,RTGS,956.2,00.00,"16,75,471.87",
11-Oct-21,NEFT,00.00,"16,75,471.87",00.00,
11-Oct-21,Transfer,450.7,00.00,450.7,
11-Oct-21,RTGS,491.3,00.00,942,
11-Oct-21,Purchase,00.00,235.5,706.5,
11-Oct-21,NEFT,31.1,00.00,737.6,
11-Oct-21,Interest,"2,806.79",00.00,"3,544.39",
11-Oct-21,Reversal,"1,761.90",00.00,"5,306.29",
11-Oct-21,Tax,00.00,884.38,"4,421.91",
11-Oct-21,Transfer,"1,16,166.94",00.00,"1,20,588.85",
11-Oct-21,Transfer,00.00,"13,398.76","1,07,190.09",
11-Oct-21,Bill,00.00,"26,797.52","80,392.57",
11-Oct-21,Transportellaneous,00.00,"40,196.29","40,196.29",
11-Oct-21,Purchase,"1,54,886.31",00.00,"1,95,082.60",
11-Oct-21,Commission,283,00.00,"1,95,365.60",
11-Oct-21,Bill,01.80,00.00,"1,95,367.40",
11-Oct-21,RTGS,00.00,"27,909.63","1,67,457.77",
11-Oct-21,Transportellaneous,00.00,"20,932.22","1,46,525.55",
11-Oct-21,Commission,00.00,"36,631.39","1,09,894.16",
11-Oct-21,Cash,42.6,00.00,"1,09,936.76",
11-Oct-21,Debit Card,"2,618.90",00.00,"1,12,555.66",
11-Oct-21,Tax,00.00,"16,079.38","96,476.28",
11-Oct-21,NEFT,00.00,"48,238.14","48,238.14",
11-Oct-21,Reversal,39,00.00,"48,277.14",
11-Oct-21,Tax,"2,51,859.70",00.00,"3,00,136.84",
11-Oct-21,ATM,00.00,"33,348.54","2,66,788.30",
11-Oct-21,Transfer,00.00,"26,678.83","2,40,109.47",
11-Oct-21,RTGS,"26,477.00",00.00,"2,66,586.47",
11-Oct-21,Bill,16,00.00,"2,66,602.47",
11-Oct-21,Purchase,07.42,00.00,"2,66,609.89",
11-Oct-21,Cash,287,00.00,"2,66,896.89",
11-Oct-21,Reversal,"8,144.88",00.00,"2,75,041.77",
11-Oct-21,NEFT,00.00,"55,008.35","2,20,033.42",
12-Oct-21,RTGS,00.00,"36,672.24","1,83,361.18",
12-Oct-21,Cash,00.00,"30,560.20","1,52,800.98",
12-Oct-21,Bill,"1,73,908.00",00.00,"3,26,708.98",
12-Oct-21,Reversal,32.6,00.00,"3,26,741.58",
12-Oct-21,Cash,"3,921.00",00.00,"3,30,662.58",
12-Oct-21,Bill,01.80,00.00,"3,30,664.38",
12-Oct-21,Debit Card,00.00,"3,30,664.38",00.00,
12-Oct-21,RTGS,"14,208.70",00.00,"14,208.70",
12-Oct-21,Purchase,"6,158.20",00.00,"20,366.90",
12-Oct-21,Cheque,"32,201.00",00.00,"52,567.90",
12-Oct-21,Transportellaneous,00.00,"26,283.95","26,283.95",
12-Oct-21,Transportellaneous,978,00.00,"27,261.95",
12-Oct-21,Bill,26.7,00.00,"27,288.65",
12-Oct-21,Purchase,00.00,"3,411.08","23,877.57",
12-Oct-21,Cash,"6,271.00",00.00,"30,148.57",
12-Oct-21,Reversal,114,00.00,"30,262.57",
12-Oct-21,IMPS,"4,23,205.50",00.00,"4,53,468.07",
12-Oct-21,IMPS,"12,26,357.00",00.00,"16,79,825.07",
12-Oct-21,Commission,19.04,00.00,"16,79,844.11",
12-Oct-21,Commission,"2,102.90",00.00,"16,81,947.01",
12-Oct-21,Commission,00.00,"1,86,883.00","14,95,064.01",
12-Oct-21,NEFT,"1,857.90",00.00,"14,96,921.91",
12-Oct-21,Bill,00.69,00.00,"14,96,922.60",
12-Oct-21,ATM,"1,47,831.00",00.00,"16,44,753.60",
12-Oct-21,ATM,00.00,"4,11,188.40","12,33,565.20",
12-Oct-21,Commission,00.00,"1,37,062.80","10,96,502.40",
12-Oct-21,Reversal,"2,44,549.00",00.00,"13,41,051.40",
12-Oct-21,Transfer,"21,544.60",00.00,"13,62,596.00",
12-Oct-21,Transfer,00.00,"1,51,399.56","12,11,196.44",
13-Oct-21,Transportellaneous,00.00,"4,03,732.15","8,07,464.29",
14-Oct-21,Transfer,00.00,"1,61,492.86","6,45,971.43",
14-Oct-21,Cash,"1,658.60",00.00,"6,47,630.03",
14-Oct-21,Interest,"1,47,066.20",00.00,"7,94,696.23",
14-Oct-21,NEFT,00.00,"1,32,449.37","6,62,246.86",
14-Oct-21,Transfer,00.00,"66,224.69","5,96,022.17",
14-Oct-21,Cheque,"5,14,286.80",00.00,"11,10,308.97",
14-Oct-21,IMPS,"1,55,794.00",00.00,"12,66,102.97",
14-Oct-21,Transportellaneous,369.67,00.00,"12,66,472.64",
14-Oct-21,Cheque,249,00.00,"12,66,721.64",
14-Oct-21,Commission,00.00,"1,26,672.16","11,40,049.48",
14-Oct-21,Tax,07.51,00.00,"11,40,056.99",
14-Oct-21,Commission,"2,929.00",00.00,"11,42,985.99",
15-Oct-21,ATM,114.76,00.00,"11,43,100.75",
15-Oct-21,Transportellaneous,52,00.00,"11,43,152.75",
15-Oct-21,Debit Card,00.33,00.00,"11,43,153.08",
15-Oct-21,Cheque,00.00,"5,71,576.54","5,71,576.54",
15-Oct-21,Purchase,00.00,"1,90,525.51","3,81,051.03",
16-Oct-21,Transportellaneous,05.10,00.00,"3,81,056.13",
16-Oct-21,Cheque,00.00,"76,211.23","3,04,844.90",
16-Oct-21,Interest,"1,50,017.70",00.00,"4,54,862.60",
16-Oct-21,Reversal,"27,802.00",00.00,"4,82,664.60",
16-Oct-21,Commission,02.39,00.00,"4,82,666.99",
16-Oct-21,ATM,"8,398.88",00.00,"4,91,065.87",
16-Oct-21,ATM,20,00.00,"4,91,085.87",
16-Oct-21,IMPS,00.00,"1,22,771.47","3,68,314.40",
16-Oct-21,Purchase,704.4,00.00,"3,69,018.80",
16-Oct-21,NEFT,00.00,"92,254.70","2,76,764.10",
16-Oct-21,Tax,00.00,"39,537.73","2,37,226.37",
16-Oct-21,Tax,"27,100.00",00.00,"2,64,326.37",
16-Oct-21,Reversal,00.00,"1,32,163.19","1,32,163.18",
16-Oct-21,IMPS,"12,45,454.50",00.00,"13,77,617.68",
16-Oct-21,Bill,00.00,"2,75,523.54","11,02,094.14",
16-Oct-21,Commission,00.00,"11,02,094.14",00.00,
16-Oct-21,Bill,"2,074.16",00.00,"2,074.16",
16-Oct-21,Tax,00.00,230.46,"1,843.70",
16-Oct-21,Cash,45,00.00,"1,888.70",
16-Oct-21,Cash,03.62,00.00,"1,892.32",
16-Oct-21,Transportellaneous,136.8,00.00,"2,029.12",
16-Oct-21,Commission,00.00,289.87,"1,739.25",
16-Oct-21,Tax,07.40,00.00,"1,746.65",
16-Oct-21,IMPS,00.00,582.22,"1,164.43",
16-Oct-21,Cash,07.00,00.00,"1,171.43",
16-Oct-21,NEFT,"32,153.00",00.00,"33,324.43",
16-Oct-21,Transportellaneous,00.00,"4,165.55","29,158.88",
16-Oct-21,ATM,02.15,00.00,"29,161.03",
16-Oct-21,Reversal,"14,305.20",00.00,"43,466.23",
16-Oct-21,Transfer,00.00,"10,866.56","32,599.67",
16-Oct-21,Debit Card,23.3,00.00,"32,622.97",
16-Oct-21,Tax,00.00,"32,622.97",00.00,
16-Oct-21,Cash,314.2,00.00,314.2,
16-Oct-21,Transportellaneous,"12,591.30",00.00,"12,905.50",
16-Oct-21,Interest,00.00,"12,905.50",00.00,
16-Oct-21,IMPS,04.38,00.00,04.38,
16-Oct-21,Interest,47.7,00.00,52.08,
16-Oct-21,Purchase,00.00,07.44,44.64,
16-Oct-21,Reversal,"13,73,608.00",00.00,"13,73,652.64",
16-Oct-21,Reversal,00.00,"13,73,652.64",00.00,
16-Oct-21,RTGS,"17,528.00",00.00,"17,528.00",
16-Oct-21,Cheque,00.00,"2,191.00","15,337.00",
16-Oct-21,NEFT,07.30,00.00,"15,344.30",
16-Oct-21,Purchase,"18,74,677.00",00.00,"18,90,021.30",
16-Oct-21,Transfer,00.00,"3,15,003.55","15,75,017.75",
16-Oct-21,IMPS,"1,053.60",00.00,"15,76,071.35",
16-Oct-21,Debit Card,"19,60,334.00",00.00,"35,36,405.35",
16-Oct-21,Cheque,00.00,"3,92,933.93","31,43,471.42",
16-Oct-21,Bill,"11,53,899.80",00.00,"42,97,371.22",
16-Oct-21,Debit Card,00.00,"42,97,371.22",00.00,
16-Oct-21,RTGS,361.1,00.00,361.1,
16-Oct-21,Bill,00.00,361.1,00.00,
16-Oct-21,ATM,02.60,00.00,02.60,
16-Oct-21,Tax,04.20,00.00,06.80,
16-Oct-21,RTGS,"12,39,028.20",00.00,"12,39,035.00",
17-Oct-21,Interest,123.95,00.00,"12,39,158.95",
17-Oct-21,Transportellaneous,00.00,"1,37,684.33","11,01,474.62",
17-Oct-21,Transfer,00.00,"1,83,579.10","9,17,895.52",
17-Oct-21,NEFT,00.00,"1,01,988.39","8,15,907.13",
17-Oct-21,Tax,00.00,"8,15,907.13",00.00,
17-Oct-21,IMPS,510,00.00,510,
17-Oct-21,Commission,00.00,72.86,437.14,
17-Oct-21,Cash,00.00,145.71,291.43,
17-Oct-21,Tax,33.5,00.00,324.93,
17-Oct-21,Debit Card,00.00,32.49,292.44,
17-Oct-21,Tax,00.00,41.78,250.66,
17-Oct-21,Cheque,00.00,31.33,219.33,
17-Oct-21,Transfer,00.00,27.42,191.91,
17-Oct-21,RTGS,"2,467.00",00.00,"2,658.91",
17-Oct-21,Purchase,"1,98,285.00",00.00,"2,00,943.91",
17-Oct-21,Transportellaneous,00.00,"22,327.10","1,78,616.81",
17-Oct-21,Reversal,00.00,"1,78,616.81",00.00,
17-Oct-21,Commission,"8,44,541.80",00.00,"8,44,541.80",
17-Oct-21,Cash,00.00,"4,22,270.90","4,22,270.90",
17-Oct-21,RTGS,"14,307.20",00.00,"4,36,578.10",
17-Oct-21,NEFT,00.00,"4,36,578.10",00.00,
17-Oct-21,Transfer,03.75,00.00,03.75,
17-Oct-21,Interest,00.00,00.42,03.33,
17-Oct-21,IMPS,00.00,00.67,02.66,
17-Oct-21,RTGS,00.00,00.44,02.22,
17-Oct-21,Debit Card,00.00,00.74,01.48,
17-Oct-21,Commission,"93,658.00",00.00,"93,659.48",
17-Oct-21,NEFT,"84,449.20",00.00,"1,78,108.68",
17-Oct-21,IMPS,26.8,00.00,"1,78,135.48",
17-Oct-21,Bill,"44,455.00",00.00,"2,22,590.48",
17-Oct-21,Purchase,00.00,"37,098.41","1,85,492.07",
17-Oct-21,Transfer,00.00,"37,098.41","1,48,393.66",
17-Oct-21,Transfer,00.00,"14,839.37","1,33,554.29",
17-Oct-21,ATM,00.00,"16,694.29","1,16,860.00",
17-Oct-21,Tax,"2,100.47",00.00,"1,18,960.47",
17-Oct-21,RTGS,00.00,"14,870.06","1,04,090.41",
17-Oct-21,IMPS,00.00,"26,022.60","78,067.81",
17-Oct-21,Debit Card,00.00,"13,011.30","65,056.51",
17-Oct-21,Cash,"2,786.00",00.00,"67,842.51",
17-Oct-21,Tax,00.00,"11,307.09","56,535.42",
18-Oct-21,ATM,"74,848.50",00.00,"1,31,383.92",
18-Oct-21,Tax,02.00,00.00,"1,31,385.92",
18-Oct-21,Transfer,00.00,"1,31,385.92",00.00,
18-Oct-21,Purchase,240.8,00.00,240.8,
18-Oct-21,Purchase,"16,879.70",00.00,"17,120.50",
18-Oct-21,Interest,"20,345.00",00.00,"37,465.50",
18-Oct-21,Transfer,"10,819.00",00.00,"48,284.50",
18-Oct-21,NEFT,00.00,"8,047.42","40,237.08",
18-Oct-21,Cheque,405.2,00.00,"40,642.28",
18-Oct-21,NEFT,00.00,"6,773.71","33,868.57",
18-Oct-21,Cheque,00.00,"6,773.71","27,094.86",
18-Oct-21,Transportellaneous,00.00,"27,094.86",00.00,
18-Oct-21,Bill,06.20,00.00,06.20,
18-Oct-21,Commission,"25,226.00",00.00,"25,232.20",
18-Oct-21,NEFT,"3,558.00",00.00,"28,790.20",
18-Oct-21,Transportellaneous,00.00,"3,598.78","25,191.42",
18-Oct-21,Commission,00.00,"25,191.42",00.00,
18-Oct-21,Transportellaneous,"15,238.00",00.00,"15,238.00",
18-Oct-21,RTGS,00.00,"2,539.67","12,698.33",
18-Oct-21,Purchase,"1,242.31",00.00,"13,940.64",
18-Oct-21,IMPS,00.00,"3,485.16","10,455.48",
18-Oct-21,Transportellaneous,00.00,"1,742.58","8,712.90",
18-Oct-21,NEFT,00.00,871.29,"7,841.61",
18-Oct-21,ATM,00.00,"2,613.87","5,227.74",
18-Oct-21,Transportellaneous,08.00,00.00,"5,235.74",
18-Oct-21,Transfer,00.00,"1,745.25","3,490.49",
18-Oct-21,Transfer,348.39,00.00,"3,838.88",
18-Oct-21,IMPS,664,00.00,"4,502.88",
